bedrooms,bathrooms,area,tax_value,year_built,taxamount,fips,sale_date
2.0,1.0,865.0,280000.0,1906.0,3458.73,6037.0,2017-08-08
4.0,1.0,1356.0,37019.0,1925.0,532.7,6037.0,2017-08-18
3.0,3.0,2057.0,639607.0,1968.0,2562.42,6037.0,2017-08-28
4.0,3.0,1502.0,257446.0,1926.0,3366.73,6037.0,2017-08-11
4.0,1.5,1973.0,80102.0,1958.0,1148.76,6059.0,2017-08-08
0.0,0.0,,5346951.0,,82484.04,6059.0,2017-08-25
3.0,1.0,1308.0,219078.0,1930.0,3108.41,6037.0,2017-08-17
6.0,2.0,2526.0,94344.0,1950.0,1082.46,6111.0,2017-08-01
4.0,4.0,2806.0,708607.0,1967.0,8760.58,6037.0,2017-08-30
3.0,1.0,1260.0,466127.0,1923.0,5151.64,6037.0,2017-06-15
3.0,1.0,1934.0,382158.0,1939.0,4781.2,6059.0,2017-08-11
2.0,1.0,959.0,66488.0,1923.0,1246.35,6037.0,2017-07-21
0.0,0.0,,2578702.0,,30456.4,6037.0,2017-06-08
3.0,2.0,1560.0,465101.0,1954.0,5826.88,6037.0,2017-08-31
3.0,2.0,1353.0,246816.0,1956.0,3378.03,6037.0,2017-08-09
3.0,1.0,1102.0,206623.0,1955.0,2601.94,6037.0,2017-06-01
2.0,1.5,1080.0,137444.0,1964.0,1929.18,6059.0,2017-07-25
5.0,3.0,2259.0,119245.0,1964.0,1562.52,6037.0,2017-08-17
4.0,3.0,3588.0,142693.0,1951.0,2007.31,6037.0,2017-07-05
3.0,1.0,927.0,46933.0,1910.0,588.64,6037.0,2017-08-29
4.0,2.0,2121.0,74714.0,1924.0,1128.2,6037.0,2017-08-30
3.0,3.0,1572.0,404060.0,1961.0,4934.43,6037.0,2017-05-01
4.0,3.0,3041.0,245311.0,1949.0,2963.65,6037.0,2017-05-01
3.0,2.0,1692.0,649169.0,1923.0,8063.11,6037.0,2017-05-01
4.0,2.0,1611.0,89640.0,1956.0,1144.73,6037.0,2017-05-01
2.0,2.0,1078.0,124006.0,1985.0,2290.48,6037.0,2017-05-01
3.0,2.0,1476.0,58143.0,1948.0,881.04,6037.0,2017-05-01
2.0,1.0,1387.0,280967.0,1951.0,3401.88,6059.0,2017-05-01
3.0,2.0,1426.0,364081.0,1955.0,4409.28,6059.0,2017-05-01
3.0,3.0,1732.0,174459.0,1986.0,3028.09,6037.0,2017-05-01
4.0,2.0,1622.0,300777.0,1951.0,3912.97,6037.0,2017-05-01
3.0,1.5,1122.0,199838.0,1963.0,2418.9,6059.0,2017-05-01
3.0,1.5,1125.0,84341.0,1955.0,1195.28,6059.0,2017-05-01
4.0,3.5,3137.0,600238.0,1989.0,6131.32,6059.0,2017-05-01
5.0,2.5,2531.0,122618.0,1968.0,1694.88,6059.0,2017-05-01
3.0,1.0,1448.0,352291.0,1948.0,4275.09,6037.0,2017-05-01
4.0,2.0,1560.0,311209.0,1963.0,3729.48,6059.0,2017-05-01
4.0,2.0,1344.0,85677.0,1949.0,1104.82,6037.0,2017-05-01
3.0,1.0,1122.0,444000.0,1950.0,5548.73,6037.0,2017-05-01
2.0,2.0,1445.0,529000.0,1959.0,6692.25,6037.0,2017-05-01
4.0,3.5,3259.0,901542.0,1992.0,8724.3,6059.0,2017-05-01
5.0,6.0,3540.0,8000000.0,1953.0,83955.53,6037.0,2017-05-01
3.0,1.0,1335.0,63192.0,1950.0,1049.18,6059.0,2017-05-01
4.0,2.0,1914.0,414743.0,1963.0,4729.32,6059.0,2017-05-01
3.0,4.0,3324.0,709615.0,1998.0,7957.48,6059.0,2017-05-01
4.0,3.0,2610.0,710674.0,1995.0,8752.83,6037.0,2017-05-01
2.0,1.0,987.0,357144.0,1937.0,4253.64,6059.0,2017-05-01
2.0,1.0,1114.0,524529.0,1939.0,6159.04,6059.0,2017-05-01
2.0,1.0,914.0,39917.0,1920.0,789.28,6059.0,2017-05-01
4.0,3.0,1976.0,468642.0,1977.0,5369.16,6059.0,2017-05-01
4.0,2.5,2101.0,567655.0,2001.0,6772.14,6059.0,2017-05-01
3.0,2.0,1641.0,130161.0,1960.0,1666.61,6037.0,2017-05-01
3.0,3.0,2149.0,211886.0,1989.0,3441.14,6037.0,2017-05-01
3.0,3.5,4511.0,5422228.0,2008.0,57183.3,6059.0,2017-05-01
4.0,2.0,1576.0,82375.0,1952.0,1046.08,6037.0,2017-05-01
4.0,2.0,1700.0,194600.0,1969.0,3099.72,6037.0,2017-05-01
4.0,2.0,1591.0,87378.0,1990.0,1964.11,6037.0,2017-05-01
3.0,2.0,1530.0,465989.0,1980.0,6345.94,6037.0,2017-05-01
4.0,2.5,2019.0,75126.0,1955.0,1106.88,6059.0,2017-05-01
3.0,2.0,1205.0,443008.0,1946.0,4865.23,6037.0,2017-05-01
4.0,2.0,1370.0,121927.0,1957.0,2231.08,6037.0,2017-05-01
5.0,7.5,6278.0,1389230.0,1998.0,15101.52,6111.0,2017-05-01
2.0,1.5,1142.0,192248.0,1974.0,2341.24,6059.0,2017-05-01
3.0,2.0,1692.0,240173.0,1953.0,3042.5,6037.0,2017-05-01
4.0,2.0,1909.0,551273.0,1962.0,6043.06,6059.0,2017-05-01
6.0,4.0,4105.0,397335.0,1969.0,5138.06,6037.0,2017-05-01
3.0,3.0,2323.0,426415.0,1985.0,5043.06,6059.0,2017-05-01
2.0,2.0,1766.0,203113.0,1939.0,2486.26,6037.0,2017-05-01
3.0,1.0,1493.0,304000.0,1951.0,5363.37,6037.0,2017-05-01
4.0,2.0,1767.0,554788.0,1966.0,6299.18,6059.0,2017-05-01
3.0,1.0,1014.0,329298.0,1949.0,4132.95,6037.0,2017-05-01
2.0,1.0,1268.0,309098.0,1949.0,3762.96,6037.0,2017-05-01
3.0,3.0,2020.0,120877.0,1957.0,1801.99,6037.0,2017-05-01
3.0,2.5,1398.0,501586.0,1987.0,5128.66,6059.0,2017-05-01
3.0,1.5,1463.0,47572.0,1955.0,874.76,6059.0,2017-05-01
3.0,1.0,1135.0,405844.0,1951.0,4956.25,6037.0,2017-05-01
3.0,3.0,1912.0,613000.0,1988.0,7620.79,6037.0,2017-05-01
2.0,2.0,1581.0,526237.0,1941.0,6513.41,6037.0,2017-05-01
4.0,2.0,1545.0,529000.0,1957.0,6454.32,6037.0,2017-05-01
3.0,2.0,1612.0,240155.0,1941.0,3904.88,6037.0,2017-05-01
3.0,3.0,2388.0,925806.0,1951.0,11212.58,6037.0,2017-05-01
4.0,2.0,1975.0,273372.0,1963.0,3669.92,6059.0,2017-05-01
2.0,2.0,1317.0,86578.0,1955.0,1814.04,6037.0,2017-05-01
4.0,3.5,2802.0,1074416.0,2014.0,14637.34,6059.0,2017-05-01
4.0,3.0,3099.0,921394.0,1986.0,10782.16,6059.0,2017-05-01
3.0,2.0,1436.0,386000.0,1953.0,4926.37,6037.0,2017-05-01
2.0,1.0,927.0,61223.0,1952.0,1053.05,6037.0,2017-05-01
3.0,2.0,1094.0,101143.0,1957.0,1975.25,6037.0,2017-05-01
2.0,1.0,796.0,250798.0,1951.0,3397.37,6037.0,2017-05-01
3.0,2.0,1502.0,105149.0,1987.0,2037.28,6037.0,2017-05-01
3.0,2.0,1427.0,304588.0,1972.0,3878.36,6059.0,2017-05-01
4.0,2.0,1352.0,44559.0,1953.0,1320.52,6037.0,2017-05-01
2.0,1.0,952.0,792910.0,1966.0,10122.52,6059.0,2017-05-01
3.0,1.0,1236.0,258887.0,1910.0,3524.58,6037.0,2017-05-01
4.0,2.0,1754.0,183000.0,1980.0,2883.66,6037.0,2017-05-01
2.0,1.0,981.0,430000.0,1913.0,5186.7,6037.0,2017-05-01
2.0,1.0,832.0,144102.0,1948.0,2039.16,6037.0,2017-05-01
3.0,1.5,1396.0,565000.0,1957.0,6760.46,6111.0,2017-05-01
3.0,1.0,983.0,43506.0,1954.0,1407.67,6037.0,2017-05-01
3.0,2.0,1560.0,114760.0,1979.0,2263.58,6037.0,2017-05-01
4.0,2.0,1527.0,61042.0,1964.0,1193.1,6059.0,2017-05-01
3.0,2.0,1703.0,302612.0,1963.0,3847.18,6037.0,2017-05-01
4.0,3.5,2637.0,933713.0,2000.0,10429.92,6059.0,2017-05-01
3.0,2.0,1321.0,460811.0,1954.0,5789.85,6037.0,2017-05-01
4.0,2.0,2048.0,213244.0,2006.0,3183.54,6037.0,2017-05-01
3.0,2.0,864.0,260056.0,1947.0,3303.91,6037.0,2017-05-01
2.0,1.0,992.0,20865.0,1925.0,769.33,6037.0,2017-05-01
3.0,2.5,904.0,162456.0,1948.0,2079.52,6059.0,2017-05-01
3.0,2.0,1569.0,125729.0,1991.0,2317.52,6037.0,2017-05-01
4.0,2.0,2044.0,81779.0,1955.0,1156.38,6059.0,2017-05-01
3.0,5.5,4361.0,1562700.0,1999.0,17692.72,6111.0,2017-05-01
3.0,2.0,1950.0,1218072.0,1951.0,14800.5,6037.0,2017-05-01
4.0,3.0,2846.0,269273.0,1977.0,3630.68,6111.0,2017-05-01
3.0,2.0,1214.0,473134.0,1955.0,5888.55,6037.0,2017-05-01
3.0,1.0,1083.0,55040.0,1948.0,932.45,6037.0,2017-05-01
4.0,3.0,2215.0,529990.0,1990.0,6365.65,6037.0,2017-05-01
3.0,2.0,1202.0,179483.0,1991.0,3339.17,6037.0,2017-05-01
4.0,2.5,2542.0,1090401.0,1978.0,11660.16,6111.0,2017-05-01
3.0,2.0,1464.0,246454.0,1955.0,3174.63,6037.0,2017-05-01
2.0,1.0,848.0,67166.0,1942.0,1073.92,6037.0,2017-05-01
4.0,3.0,2800.0,191531.0,1934.0,2317.69,6037.0,2017-05-01
5.0,3.0,2266.0,690000.0,2005.0,8562.89,6037.0,2017-05-01
3.0,2.0,2020.0,222638.0,1985.0,3433.82,6037.0,2017-05-01
5.0,2.5,2882.0,395169.0,1973.0,3946.7,6059.0,2017-05-01
3.0,2.0,1573.0,286985.0,1958.0,3843.2,6037.0,2017-05-01
3.0,2.0,1223.0,158313.0,1991.0,2701.1,6037.0,2017-05-01
4.0,2.0,1904.0,1656855.0,1951.0,19849.65,6037.0,2017-05-01
2.0,1.0,1104.0,44435.0,1923.0,510.56,6037.0,2017-05-01
3.0,3.0,2240.0,670065.0,1978.0,8868.14,6037.0,2017-05-01
2.0,1.0,699.0,176038.0,1949.0,2533.45,6037.0,2017-05-01
4.0,2.0,1698.0,296484.0,1973.0,3337.5,6059.0,2017-05-01
3.0,2.0,2170.0,257517.0,1980.0,2846.28,6111.0,2017-05-01
1.0,1.0,490.0,124890.0,1951.0,1722.75,6037.0,2017-05-01
6.0,3.0,2901.0,425115.0,1997.0,4842.42,6111.0,2017-05-01
2.0,1.0,1008.0,407000.0,1950.0,5246.44,6037.0,2017-05-01
6.0,2.0,2333.0,350917.0,1997.0,4185.86,6111.0,2017-05-01
3.0,2.0,1120.0,504579.0,1976.0,5217.8,6059.0,2017-05-01
4.0,3.0,1914.0,166190.0,1997.0,2772.24,6037.0,2017-05-01
3.0,1.0,1299.0,543654.0,1952.0,6679.8,6037.0,2017-05-01
4.0,3.0,2758.0,659912.0,2005.0,8972.64,6059.0,2017-05-01
4.0,3.0,1972.0,629875.0,2002.0,7123.64,6059.0,2017-05-01
3.0,2.0,1112.0,55304.0,1955.0,877.82,6059.0,2017-05-01
4.0,2.5,1704.0,280520.0,1974.0,3172.52,6059.0,2017-05-01
2.0,1.0,1680.0,856000.0,1920.0,10119.9,6037.0,2017-05-01
4.0,2.0,2151.0,1234000.0,1975.0,13636.8,6111.0,2017-05-01
2.0,2.0,1686.0,1395968.0,2005.0,16760.44,6037.0,2017-05-01
3.0,1.0,1180.0,508000.0,1952.0,6211.15,6037.0,2017-05-01
5.0,6.0,7003.0,4370651.0,2002.0,47861.25,6037.0,2017-05-01
3.0,2.0,1800.0,707681.0,1962.0,7398.92,6111.0,2017-05-01
5.0,3.0,2897.0,234513.0,1964.0,2735.12,6059.0,2017-05-01
4.0,2.0,1898.0,501583.0,1964.0,5874.19,6037.0,2017-05-01
3.0,1.0,883.0,116280.0,1953.0,1871.05,6037.0,2017-05-01
2.0,1.0,1200.0,85317.0,1922.0,1283.89,6037.0,2017-05-01
3.0,1.0,1201.0,56144.0,1954.0,853.6,6059.0,2017-05-01
2.0,1.0,800.0,480000.0,1923.0,5836.52,6037.0,2017-05-01
2.0,1.0,990.0,132080.0,1921.0,1706.86,6037.0,2017-05-01
2.0,1.0,913.0,30223.0,1916.0,878.45,6037.0,2017-05-01
3.0,2.0,1229.0,390912.0,1954.0,4801.85,6037.0,2017-05-01
3.0,2.5,2461.0,753315.0,1997.0,7367.22,6059.0,2017-05-01
4.0,4.0,3413.0,390000.0,2007.0,4871.99,6037.0,2017-05-01
3.0,2.5,2568.0,742000.0,1973.0,7801.04,6111.0,2017-05-01
3.0,3.0,1810.0,550000.0,1954.0,6759.28,6037.0,2017-05-01
4.0,2.0,2020.0,296740.0,1964.0,3761.44,6059.0,2017-05-01
2.0,1.0,1303.0,433607.0,1949.0,5185.28,6059.0,2017-05-01
2.0,2.0,1386.0,57936.0,1952.0,1288.57,6037.0,2017-05-01
5.0,4.5,3835.0,723980.0,2002.0,10720.04,6059.0,2017-05-01
3.0,2.0,1407.0,51307.0,1972.0,1240.09,6037.0,2017-05-01
3.0,3.0,1817.0,438372.0,2003.0,6426.23,6037.0,2017-05-01
4.0,1.0,1170.0,40423.0,1925.0,790.24,6037.0,2017-05-01
3.0,1.0,999.0,816420.0,1952.0,9203.32,6111.0,2017-05-01
4.0,4.5,4254.0,1618814.0,2007.0,17882.32,6059.0,2017-05-01
3.0,2.0,1511.0,424568.0,1963.0,5064.2,6037.0,2017-05-01
6.0,5.5,5400.0,2317561.0,1994.0,25593.0,6059.0,2017-05-01
3.0,3.5,5019.0,1245366.0,1991.0,13267.26,6059.0,2017-05-01
7.0,3.0,3130.0,326341.0,2000.0,5021.35,6037.0,2017-05-01
3.0,4.0,3735.0,974032.0,2003.0,10689.72,6111.0,2017-05-01
3.0,2.0,1100.0,255693.0,1962.0,4000.43,6037.0,2017-05-01
5.0,4.0,2590.0,446951.0,1956.0,5509.97,6037.0,2017-05-01
3.0,2.0,1346.0,97327.0,1985.0,1253.91,6037.0,2017-05-01
4.0,3.0,2274.0,261538.0,1972.0,3403.26,6037.0,2017-05-01
3.0,2.0,1402.0,43233.0,1953.0,811.99,6037.0,2017-05-01
2.0,2.0,1895.0,542048.0,1950.0,6534.81,6037.0,2017-05-01
4.0,3.0,2468.0,685323.0,2005.0,8212.36,6037.0,2017-05-01
0.0,1.0,740.0,188000.0,1899.0,2399.69,6037.0,2017-05-01
4.0,2.0,2263.0,294410.0,1980.0,4220.2,6037.0,2017-05-01
3.0,2.0,2149.0,74741.0,1966.0,716.7,6059.0,2017-05-01
3.0,2.0,1736.0,88794.0,1942.0,1135.51,6037.0,2017-05-01
4.0,2.0,1744.0,258581.0,1950.0,3590.79,6037.0,2017-05-01
3.0,2.0,1380.0,194007.0,1962.0,2360.45,6037.0,2017-05-01
3.0,2.0,1613.0,613000.0,1947.0,8058.98,6037.0,2017-05-01
4.0,3.0,2547.0,239615.0,1966.0,3942.91,6037.0,2017-05-01
3.0,2.0,1353.0,862962.0,1962.0,9817.3,6059.0,2017-05-01
4.0,4.0,4561.0,1752796.0,1981.0,18079.16,6059.0,2017-05-01
4.0,2.0,1606.0,848826.0,1969.0,9582.38,6059.0,2017-05-01
4.0,2.0,1633.0,565666.0,1962.0,7128.16,6059.0,2017-05-01
4.0,3.0,1934.0,737000.0,1971.0,8338.72,6037.0,2017-05-01
4.0,2.5,1940.0,569544.0,1981.0,5849.98,6059.0,2017-05-01
4.0,2.0,1994.0,549236.0,1955.0,6871.02,6037.0,2017-05-01
3.0,1.0,1196.0,198127.0,1959.0,2404.92,6037.0,2017-05-01
4.0,3.5,2737.0,943202.0,2003.0,11951.56,6059.0,2017-05-01
3.0,2.5,2059.0,583935.0,2012.0,7485.98,6059.0,2017-05-01
5.0,3.0,2626.0,92317.0,1921.0,1292.36,6037.0,2017-05-01
4.0,2.0,1972.0,1707368.0,1973.0,20585.62,6037.0,2017-05-01
2.0,2.0,913.0,133025.0,1983.0,1823.27,6037.0,2017-05-01
3.0,1.0,1275.0,219653.0,1924.0,3992.8,6037.0,2017-05-01
0.0,0.0,2276.0,101792.0,,1609.95,6037.0,2017-05-01
2.0,1.0,942.0,326191.0,1912.0,4022.66,6037.0,2017-05-01
2.0,1.0,836.0,295437.0,1980.0,3645.14,6037.0,2017-05-01
3.0,3.0,2047.0,1863960.0,1957.0,22539.45,6037.0,2017-05-01
3.0,2.0,1680.0,540921.0,1970.0,5492.46,6059.0,2017-05-01
2.0,1.0,874.0,281385.0,1940.0,3723.41,6037.0,2017-05-01
3.0,2.0,1359.0,130843.0,1971.0,2441.08,6037.0,2017-05-01
3.0,2.0,1333.0,387238.0,1949.0,5001.41,6037.0,2017-05-01
6.0,6.0,4135.0,4318177.0,2013.0,51753.48,6037.0,2017-05-01
3.0,2.0,1240.0,455000.0,1961.0,4792.36,6111.0,2017-05-01
2.0,2.0,1291.0,71419.0,1951.0,1437.55,6037.0,2017-05-01
4.0,2.0,1533.0,654836.0,1956.0,7942.88,6037.0,2017-05-01
4.0,3.0,2238.0,325341.0,1983.0,4095.32,6037.0,2017-05-01
4.0,2.0,1100.0,395000.0,1954.0,4887.85,6037.0,2017-05-01
3.0,3.0,2225.0,242000.0,2005.0,5015.6,6037.0,2017-05-01
4.0,2.0,1567.0,515000.0,1966.0,6200.92,6037.0,2017-05-01
3.0,2.0,1687.0,468104.0,1951.0,5694.22,6037.0,2017-05-01
4.0,2.0,1861.0,725000.0,1962.0,8124.14,6059.0,2017-05-01
3.0,4.0,3337.0,796324.0,2004.0,14394.62,6111.0,2017-05-01
2.0,1.0,1081.0,193998.0,1941.0,2425.65,6037.0,2017-05-01
4.0,2.0,1918.0,79646.0,1962.0,1126.72,6059.0,2017-05-01
4.0,3.0,1480.0,354585.0,1985.0,6739.28,6059.0,2017-05-01
4.0,5.0,3201.0,1708630.0,1961.0,20688.55,6037.0,2017-05-01
4.0,3.0,3249.0,483407.0,1983.0,4969.64,6059.0,2017-05-01
3.0,2.5,1488.0,579707.0,1986.0,5991.9,6059.0,2017-05-01
3.0,2.0,1456.0,150348.0,1955.0,1982.84,6037.0,2017-05-01
3.0,1.0,1122.0,395132.0,1952.0,4809.79,6037.0,2017-05-01
4.0,2.0,1627.0,226874.0,1971.0,2915.58,6059.0,2017-05-01
2.0,1.0,700.0,106916.0,1940.0,1743.23,6037.0,2017-05-01
3.0,1.0,1066.0,490000.0,1950.0,6077.74,6037.0,2017-05-01
3.0,2.0,1395.0,363459.0,1950.0,4550.17,6037.0,2017-05-01
3.0,2.0,1568.0,107020.0,1955.0,1338.87,6037.0,2017-05-01
3.0,2.0,1440.0,451786.0,1983.0,5486.27,6037.0,2017-05-01
5.0,5.0,5218.0,1168139.0,1996.0,13336.29,6037.0,2017-05-01
4.0,3.0,2348.0,201593.0,2007.0,2553.06,6037.0,2017-05-01
3.0,2.0,1310.0,336927.0,1970.0,3944.38,6111.0,2017-05-01
5.0,4.0,3064.0,945376.0,1956.0,11206.16,6037.0,2017-05-01
3.0,1.5,1426.0,211762.0,1968.0,2595.1,6059.0,2017-05-01
3.0,3.0,1802.0,122768.0,1958.0,1801.68,6037.0,2017-05-01
4.0,2.0,2239.0,126166.0,1969.0,1707.7,6059.0,2017-05-01
3.0,2.0,1465.0,650143.0,1978.0,7356.2,6111.0,2017-05-01
4.0,2.0,1950.0,105131.0,1976.0,1203.52,6111.0,2017-05-01
4.0,2.0,1624.0,267574.0,1976.0,3713.98,6037.0,2017-05-01
3.0,2.5,1489.0,652227.0,1997.0,7730.2,6059.0,2017-05-01
2.0,3.0,2419.0,5177672.0,1957.0,59223.38,6037.0,2017-05-01
3.0,2.0,1218.0,141611.0,1993.0,2644.92,6037.0,2017-05-01
4.0,2.5,1327.0,221072.0,1964.0,2839.48,6059.0,2017-05-01
4.0,4.0,2791.0,1732657.0,1948.0,20966.1,6037.0,2017-05-01
4.0,2.5,1748.0,462904.0,1966.0,5528.32,6059.0,2017-05-01
4.0,5.0,3743.0,2278000.0,2005.0,25241.34,6037.0,2017-05-01
3.0,2.0,1480.0,297965.0,1970.0,3170.22,6059.0,2017-05-01
3.0,1.0,676.0,34328.0,1947.0,914.46,6037.0,2017-05-01
3.0,1.0,973.0,354283.0,1937.0,4473.68,6059.0,2017-05-01
4.0,3.0,3314.0,2083810.0,1959.0,25096.78,6037.0,2017-05-01
3.0,3.0,2363.0,177242.0,1929.0,2196.35,6037.0,2017-05-01
4.0,2.5,2477.0,644555.0,1989.0,7377.5,6059.0,2017-05-01
2.0,2.0,884.0,276122.0,1924.0,3417.67,6037.0,2017-05-01
3.0,2.0,1284.0,409000.0,1942.0,5064.09,6037.0,2017-05-01
6.0,3.0,2375.0,610624.0,1962.0,7274.21,6037.0,2017-05-01
5.0,4.0,3035.0,625734.0,1960.0,7460.77,6037.0,2017-05-01
5.0,4.0,3971.0,750645.0,1998.0,9891.19,6037.0,2017-05-01
4.0,2.0,1533.0,712000.0,1956.0,8618.1,6037.0,2017-05-01
4.0,3.0,2131.0,804078.0,1984.0,10008.31,6037.0,2017-05-01
4.0,2.0,1984.0,576979.0,1957.0,6708.02,6059.0,2017-05-01
5.0,4.0,3437.0,630584.0,1962.0,7949.88,6037.0,2017-05-01
2.0,2.0,1339.0,215448.0,1928.0,2832.54,6037.0,2017-05-01
3.0,2.0,1186.0,49029.0,1949.0,901.19,6037.0,2017-05-01
2.0,1.0,1082.0,314100.0,1921.0,3731.14,6037.0,2017-05-01
2.0,1.0,1082.0,314100.0,1921.0,3731.14,6037.0,2017-08-11
3.0,1.0,816.0,71135.0,1955.0,1173.12,6037.0,2017-05-01
4.0,3.0,2387.0,214294.0,2004.0,4473.09,6037.0,2017-05-01
2.0,1.0,1160.0,68398.0,1950.0,5572.57,6037.0,2017-05-01
0.0,0.0,,2493444.0,,25740.28,6059.0,2017-05-01
2.0,1.0,864.0,117339.0,1924.0,1953.93,6037.0,2017-05-01
4.0,3.0,3272.0,232683.0,2006.0,5239.98,6037.0,2017-05-01
6.0,3.0,2084.0,681380.0,1964.0,7924.63,6037.0,2017-05-01
3.0,2.0,1101.0,360454.0,1961.0,4320.12,6111.0,2017-05-01
4.0,3.0,2162.0,243234.0,1964.0,2573.32,6111.0,2017-05-01
3.0,2.0,1456.0,259656.0,1925.0,3488.94,6037.0,2017-05-01
3.0,2.0,1215.0,329000.0,1903.0,4089.57,6037.0,2017-05-01
4.0,2.0,1816.0,1248517.0,1969.0,13451.16,6059.0,2017-05-01
1.0,1.0,650.0,217558.0,1927.0,3031.99,6037.0,2017-05-01
2.0,1.0,860.0,116922.0,1942.0,1796.92,6037.0,2017-05-01
4.0,2.5,2282.0,536687.0,1995.0,5712.34,6059.0,2017-05-01
4.0,3.0,2290.0,722061.0,1989.0,7325.46,6059.0,2017-05-01
0.0,0.0,400.0,49627.0,1950.0,703.3,6037.0,2017-05-01
3.0,2.5,1592.0,274736.0,1988.0,2905.46,6111.0,2017-05-01
3.0,2.5,1866.0,425099.0,1990.0,4320.42,6059.0,2017-05-01
3.0,2.0,1478.0,969563.0,1972.0,10732.36,6059.0,2017-05-01
2.0,2.0,1893.0,1294443.0,1973.0,13933.18,6059.0,2017-05-01
5.0,5.0,4129.0,1084653.0,2003.0,14224.47,6037.0,2017-05-01
4.0,4.0,2996.0,735936.0,1993.0,8318.44,6059.0,2017-05-01
4.0,3.0,2074.0,423564.0,1985.0,5318.82,6037.0,2017-05-01
3.0,3.0,1555.0,494718.0,1986.0,4954.08,6059.0,2017-05-01
3.0,1.0,1260.0,205430.0,1917.0,2578.04,6037.0,2017-05-01
